code,start_date,end_date
sz.300942,2021-02-19,2021-04-02
sh.688167,2024-06-19,2024-07-31
sz.002496,2022-10-13,2022-11-24
sz.000859,2024-01-23,2024-03-13
sh.688718,2024-01-29,2024-03-19
sh.603106,2024-11-12,2024-12-24
sz.300551,2022-01-24,2022-03-14
sz.300589,2022-04-14,2022-05-31
sh.688592,2024-01-17,2024-03-07
sh.688247,2024-01-25,2024-03-15
sz.002742,2024-05-24,2024-07-08
sh.603893,2024-01-19,2024-03-11
sh.600727,2022-04-11,2022-05-26
sh.688700,2021-08-26,2021-10-18
sz.300725,2021-10-25,2021-12-06
sz.300677,2021-03-11,2021-04-23
sz.002343,2023-06-16,2023-08-01
sh.601226,2022-04-11,2022-05-26
sz.300656,2024-06-18,2024-07-30
sz.301459,2024-01-08,2024-02-27
sh.688663,2021-08-16,2021-09-29
sh.688291,2024-04-01,2024-05-20
sh.605011,2021-08-18,2021-10-08
sh.603583,2024-01-09,2024-02-28
sh.603007,2024-01-25,2024-03-15
sz.002786,2021-01-19,2021-03-09
sh.603601,2024-01-18,2024-03-08
sz.003029,2023-07-03,2023-08-14
sh.603267,2021-08-20,2021-10-12
sh.603601,2023-04-13,2023-05-30
sz.300030,2022-04-08,2022-05-25
sh.603901,2024-03-20,2024-05-08
sh.688259,2023-04-17,2023-06-01
sh.688030,2024-01-29,2024-03-19
sz.300276,2021-01-26,2021-03-16
sh.605117,2022-03-15,2022-04-28
sh.688720,2024-01-16,2024-03-06
sh.600579,2023-12-14,2024-01-26
sh.688510,2021-12-06,2022-01-18
sh.605198,2022-09-30,2022-11-18
sz.300407,2022-09-08,2022-10-28
sh.688048,2023-04-17,2023-06-01
sz.300409,2024-01-18,2024-03-08
sh.688063,2021-01-25,2021-03-15
sh.688063,2024-05-13,2024-06-25
sz.002821,2022-01-24,2022-03-14
sz.300705,2023-07-27,2023-09-07
sz.300871,2021-06-28,2021-08-09
sh.600686,2024-09-02,2024-10-23
sh.688588,2022-02-22,2022-04-07
sh.603038,2024-11-05,2024-12-17
sh.688072,2022-08-11,2022-09-23
sz.300256,2024-01-23,2024-03-13
sh.600563,2021-08-19,2021-10-11
sz.002823,2024-01-23,2024-03-13
sz.300971,2021-08-30,2021-10-20
sz.301027,2022-07-13,2022-08-24
sh.603488,2022-04-19,2022-06-06
sz.301489,2024-01-23,2024-03-13
sh.688167,2022-03-09,2022-04-22
sz.301337,2024-10-18,2024-11-29
sh.600523,2022-12-29,2023-02-17
sh.603291,2023-04-07,2023-05-24
sz.300365,2022-12-14,2023-02-02
sz.300350,2022-04-18,2022-06-02
sh.689009,2021-10-19,2021-11-30
sz.300172,2024-01-19,2024-03-11
sh.601068,2022-04-08,2022-05-25
sz.000932,2021-09-17,2021-11-09
sz.002279,2024-01-24,2024-03-14
sz.000838,2024-05-22,2024-07-04
sh.688596,2022-08-15,2022-09-27
sz.002943,2024-06-19,2024-07-31
sz.002732,2022-12-30,2023-02-20
sh.600829,2024-09-05,2024-10-28
sz.300916,2022-03-01,2022-04-14
sz.000401,2022-04-12,2022-05-27
sh.688737,2022-09-13,2022-11-01
sh.688383,2023-04-20,2023-06-06
sz.002641,2022-01-12,2022-03-02
sz.300542,2024-05-22,2024-07-04
sz.002982,2024-01-18,2024-03-08
sz.300368,2024-01-30,2024-03-20
sh.603230,2022-01-19,2022-03-09
sz.301188,2024-01-19,2024-03-11
sz.300288,2024-01-19,2024-03-11
sh.603239,2023-03-01,2023-04-13
sh.603895,2024-01-29,2024-03-19
sz.002663,2022-05-12,2022-06-24
sz.301158,2022-03-25,2022-05-13
sz.000837,2023-06-28,2023-08-09
sh.603895,2024-01-16,2024-03-06
sh.603366,2022-08-22,2022-10-11
sz.002607,2022-04-13,2022-05-30
sz.002006,2022-01-18,2022-03-08
sh.603610,2024-01-22,2024-03-12
sz.300613,2024-08-12,2024-09-25
sz.301489,2024-01-17,2024-03-07
sz.300354,2021-09-16,2021-11-08
sh.600331,2021-01-27,2021-03-17
sz.300358,2022-01-12,2022-03-02
sz.301183,2023-12-12,2024-01-24
sh.600831,2024-07-10,2024-08-21
sh.603950,2022-04-14,2022-05-31
sz.301058,2022-03-01,2022-04-14
sz.300374,2022-02-17,2022-03-31
sz.301112,2024-04-03,2024-05-22
sh.603916,2022-04-12,2022-05-27
sz.000736,2022-10-17,2022-11-28
sz.000962,2021-09-22,2021-11-10
sz.002741,2021-09-13,2021-11-03
sz.002719,2023-01-09,2023-02-27
sz.300980,2023-04-20,2023-06-06
sz.300125,2022-12-08,2023-01-20
sz.300888,2022-01-18,2022-03-08
sz.300928,2022-02-25,2022-04-12
sh.600119,2022-04-12,2022-05-27
sz.002629,2024-04-03,2024-05-22
sz.002800,2024-01-30,2024-03-20
sz.002138,2023-04-10,2023-05-25
sh.603068,2022-03-02,2022-04-15
sz.002871,2024-01-30,2024-03-20
sz.300418,2022-01-19,2022-03-09
sz.000007,2021-01-19,2021-03-09
sz.002777,2024-01-22,2024-03-12
sh.605580,2024-01-23,2024-03-13
sz.301515,2024-01-23,2024-03-13
sz.300707,2023-07-18,2023-08-29
sz.300951,2024-01-18,2024-03-08
sz.300380,2023-04-13,2023-05-30
sz.000988,2023-10-12,2023-11-23
sh.600861,2022-01-14,2022-03-04
sz.000012,2022-04-13,2022-05-30
sz.300566,2022-04-11,2022-05-26
sz.300498,2022-10-14,2022-11-25
sh.688499,2021-09-09,2021-11-01
sz.301258,2024-05-23,2024-07-05
sz.300164,2023-10-17,2023-11-28
sz.002366,2024-01-03,2024-02-22
sh.688068,2021-05-31,2021-07-13
sz.002861,2024-01-23,2024-03-13
sz.300637,2023-12-25,2024-02-06
sh.603956,2022-04-18,2022-06-02
sh.688613,2022-04-18,2022-06-02
sz.300082,2024-01-19,2024-03-11
sz.301421,2024-06-13,2024-07-25
sh.600383,2021-10-22,2021-12-03
sz.002822,2024-01-23,2024-03-14
sh.688539,2024-08-07,2024-09-20
sz.002306,2024-04-01,2024-05-20
sh.600699,2021-04-20,2021-06-04
sz.300712,2021-08-13,2021-09-28
sz.002878,2023-12-21,2024-02-02
sh.600668,2022-04-06,2022-05-23
sh.600307,2021-09-16,2021-11-08
sz.300998,2024-07-11,2024-08-22
sz.300529,2021-07-19,2021-08-30
sz.001267,2021-12-21,2022-02-09
sz.300076,2022-01-14,2022-03-04
sh.688027,2024-05-10,2024-06-24
sh.603391,2024-08-02,2024-09-13
sz.002534,2022-04-07,2022-05-24
sh.688281,2024-01-02,2024-02-21
sz.300514,2023-07-12,2023-08-23
sz.002483,2022-04-14,2022-05-31
sz.300896,2024-08-09,2024-09-24
sz.002265,2022-01-18,2022-03-08
sh.603948,2021-09-24,2021-11-12
sz.002657,2024-11-15,2024-12-27
sz.300986,2022-03-01,2022-04-14
sh.603612,2022-12-08,2023-01-30
sz.301033,2021-09-13,2021-11-03
sz.300673,2024-01-16,2024-03-06
sz.300858,2021-09-07,2021-10-28
sh.603927,2022-04-18,2022-06-02
sh.601222,2021-09-28,2021-11-16
sh.603727,2022-01-14,2022-03-04
sz.300013,2024-04-15,2024-05-31
sz.300046,2024-06-20,2024-08-01
sz.301069,2024-01-15,2024-03-05
sh.688032,2022-01-24,2022-03-14
sh.605259,2022-04-12,2022-05-27
sz.002634,2024-04-03,2024-05-22
sz.002714,2022-10-14,2022-11-25
sz.301517,2024-04-01,2024-05-20
sz.301186,2023-07-12,2023-08-23
sh.688315,2021-12-09,2022-01-21
sh.688112,2022-01-10,2022-02-28
sz.000007,2023-04-28,2023-06-15
sh.688501,2024-06-20,2024-08-01
sh.688400,2023-06-15,2023-07-31
sz.301255,2023-07-13,2023-08-24
sz.002835,2024-01-19,2024-03-11
sz.001209,2022-09-27,2022-11-15
sh.605069,2024-01-23,2024-03-13
sh.603399,2022-10-12,2022-11-23
sz.300044,2022-01-18,2022-03-08
sz.301042,2023-04-17,2023-06-01
sz.002897,2022-03-30,2022-05-18
sz.300864,2024-01-22,2024-03-12
sz.300260,2023-04-24,2023-06-08
sz.002863,2024-01-23,2024-03-13
sz.002058,2022-04-18,2022-06-06
sh.688277,2021-07-06,2021-08-17
sz.300051,2021-04-13,2021-05-31
sz.002555,2022-02-14,2022-03-28
sz.002168,2024-04-02,2024-05-21
sh.688111,2022-02-18,2022-04-01
sz.300977,2024-10-08,2024-11-19
sz.300052,2022-04-20,2022-06-07
sz.002858,2023-06-21,2023-08-04
sh.688015,2023-04-18,2023-06-02
sz.000983,2021-09-13,2021-11-03
sz.002151,2024-01-17,2024-03-07
sh.688486,2023-07-11,2023-08-22
sz.002442,2024-01-30,2024-03-20
sz.300295,2023-08-28,2023-10-17
sh.688007,2022-09-16,2022-11-04
sz.300907,2024-01-22,2024-03-12
sz.000008,2022-04-12,2022-05-27
sz.301365,2024-10-29,2024-12-10
sz.002633,2022-04-12,2022-06-06
sh.603316,2022-04-06,2022-05-23
sh.603020,2021-10-11,2021-11-22
sz.300050,2024-05-22,2024-07-04
sz.000069,2022-04-15,2022-06-01
sh.600689,2022-07-06,2022-08-17
sz.300910,2022-02-23,2022-04-08
sh.688700,2023-12-29,2024-02-20
sz.003017,2024-01-25,2024-03-15
sz.300876,2022-09-16,2022-11-04
sz.300500,2022-01-06,2022-02-24
sz.300467,2021-07-14,2021-08-25
sh.688448,2024-04-03,2024-05-22
sh.601369,2022-08-23,2022-10-12
sz.300363,2022-01-21,2022-03-11
sh.688318,2023-06-19,2023-08-02
sh.600996,2022-04-19,2022-06-06
sh.688180,2022-05-13,2022-06-27
sz.002742,2024-05-27,2024-07-09
sz.300519,2024-01-23,2024-03-13
sh.603332,2024-03-29,2024-05-17
sh.600500,2021-10-19,2021-11-30
sh.600605,2024-01-17,2024-03-07
sz.002702,2024-01-22,2024-03-12
sz.003022,2021-02-18,2021-04-01
sh.688168,2024-11-12,2024-12-24
sz.003012,2022-04-12,2022-05-27
sz.300243,2024-05-21,2024-07-03
sh.600660,2021-02-18,2021-04-01
sh.603815,2022-04-12,2022-05-27
sz.300225,2023-12-05,2024-01-17
sh.600588,2022-02-21,2022-04-06
sh.688023,2024-01-08,2024-02-27
sz.000702,2024-08-14,2024-09-27
sz.300854,2022-04-19,2022-06-06
sh.603416,2021-08-05,2021-09-16
sz.002297,2022-03-01,2022-04-14
sz.300981,2022-04-13,2022-05-30
sh.603010,2022-04-11,2022-05-26
sh.600893,2022-03-30,2022-05-18
sz.300778,2022-04-08,2022-05-25
sz.002555,2023-08-30,2023-10-19
sh.688093,2021-08-17,2021-09-30
sz.300026,2022-03-30,2022-05-18
sz.002268,2022-04-21,2022-06-08
sz.301333,2023-04-11,2023-05-26
sz.300483,2022-02-28,2022-04-13
sz.300331,2022-03-23,2022-05-11
sh.603196,2022-04-22,2022-06-09
sz.300551,2022-04-18,2022-06-02
sh.605068,2024-01-17,2024-03-07
sh.605088,2024-01-12,2024-03-04
sz.002581,2021-01-07,2021-02-25
sz.002714,2021-07-20,2021-08-31
sh.600397,2024-01-23,2024-03-13
sh.600546,2022-04-12,2022-05-27
sz.002614,2021-07-21,2021-09-01
sh.688170,2022-10-19,2022-11-30
sz.300400,2024-03-29,2024-05-17
sz.300985,2021-09-08,2021-10-29
sz.002342,2022-04-13,2022-05-30
sh.600201,2024-05-31,2024-07-15
sz.300343,2021-09-14,2021-11-04
sh.688365,2021-04-28,2021-06-15
sh.603283,2023-05-23,2023-07-06
sz.300891,2021-09-10,2021-11-02
sz.002957,2021-09-10,2021-11-02
sh.600973,2021-11-26,2022-01-10
sz.300436,2024-08-14,2024-09-27
sh.600552,2024-11-12,2024-12-24
sz.002309,2024-05-16,2024-06-28
sh.688607,2022-09-05,2022-10-25
sh.688055,2022-04-19,2022-06-06
sz.301163,2022-05-12,2022-06-24
sz.300253,2023-06-30,2023-08-11
sz.003031,2022-03-30,2022-05-18
sz.300068,2024-01-19,2024-03-11
sh.603838,2021-10-14,2021-11-25
sz.002289,2023-04-28,2023-06-14
sz.301566,2024-06-11,2024-07-23
sz.002901,2021-02-02,2021-03-23
sz.002850,2022-08-18,2022-09-30
sz.301239,2024-08-06,2024-09-19
sz.300648,2024-01-24,2024-03-14
sh.688077,2022-03-17,2022-05-05
sz.300205,2024-04-03,2024-05-22
sz.300876,2024-01-24,2024-03-14
sz.300350,2021-07-23,2021-09-03
sh.605277,2023-04-14,2023-05-31
sz.300955,2022-04-14,2022-05-31
sz.002723,2022-01-18,2022-03-08
sh.603225,2021-07-23,2021-09-03
sz.300077,2024-03-22,2024-05-10
sz.300926,2024-01-18,2024-03-08
sz.002279,2024-01-25,2024-03-15
sh.688661,2022-06-28,2022-08-09
sh.603272,2024-05-31,2024-07-15
sh.688259,2024-06-18,2024-07-30
sz.300393,2022-08-11,2022-09-23
sz.301131,2022-03-17,2022-05-05
sh.603232,2024-01-23,2024-03-13
sz.301182,2024-11-11,2024-12-23
sh.603429,2022-05-24,2022-07-06
sz.300671,2022-09-14,2022-11-02
sz.301168,2022-03-22,2022-05-10
sz.002850,2024-01-19,2024-03-11
sz.002970,2021-04-21,2021-06-07
sz.300821,2023-04-20,2023-06-06
sh.601606,2022-03-01,2022-04-14
sh.600479,2022-01-14,2022-03-04
sz.002316,2023-12-11,2024-01-23
sz.300105,2022-04-19,2022-06-06
sh.600526,2021-03-24,2021-05-11
sz.300578,2024-01-08,2024-02-27
sh.603367,2024-01-19,2024-03-11
sh.688081,2024-01-24,2024-03-14
sh.603918,2023-08-30,2023-10-19
sz.000011,2022-04-12,2022-05-27
sz.300922,2024-01-16,2024-03-06
sz.300996,2024-01-05,2024-02-26
sz.300850,2022-10-19,2022-11-30
sh.688345,2021-12-17,2022-02-07
sh.688259,2023-09-13,2023-11-02
sz.001208,2022-03-24,2022-05-12
sh.600258,2023-04-10,2023-05-25
sz.003043,2023-04-21,2023-06-07
sz.002782,2022-01-11,2022-03-01
sh.600702,2021-02-04,2021-03-25
sh.600986,2022-01-12,2022-03-02
sz.000790,2024-04-02,2024-05-21
sh.600657,2024-11-13,2024-12-25
sz.002756,2023-07-10,2023-08-21
sh.688321,2022-04-14,2022-05-31
sz.002698,2024-03-19,2024-05-07
sz.002636,2024-01-18,2024-03-08
sh.688157,2022-06-27,2022-08-08
sz.002168,2021-03-03,2021-04-19
sz.002334,2024-01-24,2024-03-14
sz.300363,2021-10-21,2021-12-02
sh.688170,2024-04-02,2024-05-21
sz.000997,2022-04-11,2022-05-26
sz.301081,2024-01-29,2024-03-19
sz.002382,2022-04-08,2022-05-25
sh.605118,2023-07-14,2023-08-25
sz.000815,2021-01-25,2021-03-15
sh.688039,2021-09-08,2021-10-29
sh.600360,2024-05-20,2024-07-02
sz.301137,2024-01-24,2024-03-14
sz.301263,2022-07-04,2022-08-15
sz.002265,2022-04-18,2022-06-02
sz.000428,2022-09-27,2022-11-15
sz.301456,2024-01-15,2024-03-05
sz.002630,2024-01-22,2024-03-12
sz.300846,2022-04-06,2022-05-23
sz.300824,2024-01-26,2024-03-18
sh.600310,2021-11-03,2021-12-15
sh.600130,2024-01-29,2024-03-19
sz.002805,2024-01-19,2024-03-11
sz.002400,2021-04-14,2021-05-31
sz.300625,2024-01-24,2024-03-14
sh.601107,2022-01-07,2022-02-25
sh.688069,2021-08-12,2021-09-27
sh.688306,2022-04-14,2022-05-31
sz.300663,2022-04-15,2022-06-01
sh.688011,2024-04-03,2024-05-22
sz.002319,2022-09-14,2022-11-03
sz.300125,2024-01-18,2024-03-08
sh.688319,2023-07-04,2023-08-15
sh.603701,2024-01-22,2024-03-12
sh.688046,2022-11-15,2022-12-27
sh.688377,2024-01-16,2024-03-06
sz.000009,2022-02-23,2022-04-08
sz.001306,2024-01-12,2024-03-04
sz.300563,2024-01-16,2024-03-06
sz.300293,2021-01-22,2021-03-12
sz.003007,2022-04-18,2022-06-02
sz.301033,2022-01-19,2022-03-09
sz.000815,2022-11-25,2023-01-09
sh.601137,2022-03-01,2022-04-14
sh.600641,2022-03-02,2022-04-15
sh.688327,2024-03-22,2024-05-10
sz.301327,2023-04-24,2023-06-08
sh.603278,2024-08-06,2024-09-19
sz.002145,2022-04-11,2022-05-26
sz.002771,2024-01-09,2024-02-28
sz.300209,2021-04-20,2021-06-04
sh.603208,2023-04-11,2023-05-26
sz.300537,2021-01-25,2021-03-15
sz.301228,2024-05-23,2024-07-05
sz.000913,2022-09-20,2022-11-08
sz.301150,2022-08-22,2022-10-11
sh.688372,2024-01-24,2024-03-14
sh.600228,2024-01-19,2024-03-11
sz.000506,2024-04-15,2024-05-31
sh.603869,2022-04-14,2022-05-31
sh.603353,2024-01-26,2024-03-18
sz.002547,2021-06-11,2021-07-26
sz.300913,2024-01-19,2024-03-11
sz.002292,2022-04-20,2022-06-07
sz.301040,2021-09-03,2021-10-26
sh.603637,2022-04-08,2022-05-25
sz.300509,2024-01-22,2024-03-12
sh.600733,2024-04-01,2024-05-20
sz.002586,2023-04-14,2023-06-01
sh.605111,2022-01-18,2022-03-08
sh.603939,2024-05-29,2024-07-11
sz.300143,2021-08-12,2021-09-27
sz.002382,2022-01-19,2022-03-09
sz.000821,2021-09-16,2021-11-08
sh.688066,2024-06-28,2024-08-09
sz.000070,2024-05-06,2024-06-19
sz.300827,2022-04-12,2022-05-27
sz.300207,2022-08-22,2022-10-11
sh.600798,2021-01-18,2021-03-08
sz.300093,2024-08-09,2024-09-24
sz.000034,2024-06-04,2024-07-17
sh.600052,2021-01-21,2021-03-11
sz.300895,2024-04-03,2024-05-22
sh.688244,2023-04-20,2023-06-06
sh.603777,2024-01-24,2024-03-14
sz.301226,2024-07-29,2024-09-09
sz.002207,2022-03-09,2022-04-22
sz.300688,2023-02-01,2023-03-15
sh.688515,2024-06-20,2024-08-01
sz.300509,2024-01-23,2024-03-13
sh.600185,2022-03-01,2022-04-14
sh.600831,2024-01-23,2024-03-13
sh.603306,2023-12-22,2024-02-05
sh.600241,2021-01-28,2021-03-18
sz.300549,2024-01-17,2024-03-07
sh.688350,2021-02-01,2021-03-22
sz.000860,2021-07-15,2021-08-26
sh.688533,2022-01-26,2022-03-16
sz.002811,2022-05-19,2022-07-01
sz.002617,2022-03-17,2022-05-05
sz.002553,2022-08-17,2022-09-29
sh.688185,2022-03-30,2022-05-18
sz.300426,2024-03-22,2024-05-10
sz.003025,2024-01-17,2024-03-07
sz.300529,2021-07-29,2021-09-09
sz.002467,2024-01-24,2024-03-14
sz.002568,2021-12-24,2022-02-14
sh.688018,2021-03-04,2021-04-16
sz.300659,2022-04-01,2022-05-20
sh.600165,2024-01-19,2024-03-11
sh.688365,2024-01-18,2024-03-08
sz.300147,2024-01-30,2024-03-20
sz.002532,2021-06-15,2021-07-27
sh.688129,2022-04-19,2022-06-06
sz.300675,2021-01-25,2021-03-15
sh.603813,2024-04-15,2024-05-30
sz.300552,2021-01-19,2021-03-09
sz.002172,2021-06-01,2021-07-14
sz.002837,2021-08-13,2021-09-28
sh.600584,2023-04-20,2023-06-06
sh.600831,2022-04-18,2022-06-02
sz.301218,2023-08-25,2023-10-16
sz.002969,2024-01-19,2024-03-11
sz.300653,2023-04-26,2023-06-12
sz.300860,2024-01-29,2024-03-19
sz.300351,2023-10-13,2023-11-24
sh.600456,2022-01-04,2022-02-22
sz.002771,2023-01-03,2023-02-21
sh.603309,2022-01-14,2022-03-04
sz.000401,2024-05-17,2024-07-01
sz.002957,2022-04-13,2022-05-30
sh.600370,2024-01-29,2024-03-19
sh.600399,2022-03-29,2022-05-17
sz.002068,2022-08-11,2022-09-23
sz.300052,2021-09-14,2021-11-04
sz.002730,2022-04-18,2022-06-02
sh.603859,2022-03-28,2022-05-16
sz.300371,2024-01-18,2024-03-08
sz.002980,2022-01-21,2022-03-11
sh.688579,2023-06-21,2023-08-04
sh.688083,2022-08-16,2022-09-28
sh.600722,2021-03-12,2021-04-26
sh.603018,2024-08-27,2024-10-17
sz.000990,2022-04-19,2022-06-06
sh.600510,2022-09-14,2022-11-02
sz.000560,2022-10-10,2022-11-21
sz.001331,2022-09-14,2022-11-02
sz.300063,2023-12-21,2024-02-02
sh.603982,2023-03-01,2023-04-13
sz.002871,2024-03-21,2024-05-09
sh.600796,2024-05-08,2024-06-20
sz.002540,2022-01-19,2022-03-09
sz.300971,2021-09-14,2021-11-04
sz.002292,2023-07-19,2023-08-30
sz.002476,2024-01-22,2024-03-12
sh.688007,2022-01-20,2022-03-10
sz.000933,2021-10-26,2021-12-07
sz.300858,2023-04-17,2023-06-01
sz.300364,2022-04-06,2022-05-23
sz.002011,2022-09-07,2022-10-27
sh.600468,2022-04-14,2022-05-31
sz.300209,2021-01-18,2021-03-08
sh.600481,2024-01-18,2024-03-08
sz.300165,2022-04-11,2022-05-26
sz.300877,2022-04-14,2022-05-31
sz.300040,2024-01-22,2024-03-12
sz.002575,2022-09-13,2022-11-01
sh.688055,2024-01-23,2024-03-13
sz.001226,2022-06-28,2022-08-09
sz.002777,2023-09-07,2023-10-27
sz.300487,2022-11-09,2022-12-21
sz.002400,2021-01-27,2021-03-17
sz.002558,2023-06-15,2023-07-31
sz.300991,2023-04-12,2023-05-29
sz.001336,2023-07-19,2023-08-30
sh.600335,2021-11-04,2021-12-16
sz.300703,2024-01-18,2024-03-08
sz.301079,2024-01-18,2024-03-08
sz.300468,2023-04-12,2023-05-29
sz.300043,2024-05-16,2024-06-28
sz.001223,2024-04-03,2024-05-22
sh.603300,2022-07-22,2022-09-02
sh.603501,2022-01-17,2022-03-07
sh.600129,2021-08-03,2021-09-14
sh.600165,2022-01-13,2022-03-03
sh.600862,2022-01-19,2022-03-09
sh.603669,2022-04-14,2022-05-31
sh.603169,2021-04-15,2021-06-01
sh.600336,2024-01-09,2024-02-28
sh.688010,2024-01-08,2024-02-27
sh.688511,2024-03-29,2024-05-17
sz.300836,2024-01-24,2024-03-14
sz.300717,2024-01-19,2024-03-11
sh.603081,2024-01-17,2024-03-07
sz.001266,2024-04-08,2024-05-23
sz.000876,2021-07-15,2021-08-26
sz.002910,2021-01-07,2021-02-25
sz.002388,2024-05-23,2024-07-05
sz.002955,2023-03-21,2023-05-08
sh.601188,2022-04-12,2022-05-27
sz.002141,2021-09-15,2021-11-05
sz.002587,2022-04-19,2022-06-06
sz.300157,2024-01-25,2024-03-15
sz.002066,2022-06-02,2022-07-15
sh.600268,2022-08-19,2022-10-10
sh.600550,2024-09-23,2024-11-11
sh.601996,2024-10-31,2024-12-12
sh.688416,2024-06-28,2024-08-09
sz.002193,2024-01-17,2024-03-07
sz.300536,2024-03-21,2024-05-10
sz.301231,2024-01-25,2024-03-15
sh.688019,2021-04-20,2021-06-04
sz.002377,2021-09-23,2021-11-11
sh.600618,2021-10-27,2021-12-08
sz.300875,2024-06-24,2024-08-05
sz.002822,2024-03-18,2024-05-06
sz.000719,2023-06-08,2023-07-24
sz.002893,2021-10-11,2021-11-22
sz.300707,2023-11-28,2024-01-10
sz.002009,2023-12-19,2024-01-31
sh.603518,2024-01-22,2024-03-12
sz.300961,2022-03-28,2022-05-16
sh.603272,2023-03-03,2023-04-17
sz.301167,2024-01-24,2024-03-14
sz.300334,2021-04-13,2021-05-28
sh.688215,2024-04-03,2024-05-22
sz.300241,2023-04-13,2023-05-30
sz.000599,2022-06-10,2022-07-22
sz.000917,2023-05-08,2023-06-19
sz.300134,2024-05-23,2024-07-05
sz.300710,2022-02-22,2022-04-07
sz.300647,2024-01-19,2024-03-11
sh.600110,2024-01-22,2024-03-12
sz.000931,2024-04-01,2024-05-20
sz.002524,2024-01-18,2024-03-08
sh.688003,2022-08-12,2022-09-26
sh.688691,2024-08-15,2024-09-30
sz.002679,2024-01-24,2024-03-14
sh.688665,2023-12-29,2024-02-20
sh.603032,2024-08-02,2024-09-13
sh.688326,2023-04-20,2023-06-06
sz.002703,2022-08-17,2022-09-29
sz.300722,2024-01-22,2024-03-12
sz.002817,2022-04-12,2022-05-27
sh.688310,2024-04-09,2024-05-24
sz.300973,2021-07-14,2021-08-25
sz.002046,2022-12-06,2023-01-18
sh.688289,2022-01-18,2022-03-08
sh.688377,2023-10-09,2023-11-20
sz.300484,2021-01-25,2021-03-15
sz.301353,2024-01-22,2024-03-12
sz.000506,2024-04-29,2024-06-17
sz.002916,2021-01-15,2021-03-05
sz.300846,2022-03-22,2022-05-10
sz.000006,2022-04-19,2022-06-06
sz.300215,2022-04-13,2022-05-30
sz.002941,2022-09-13,2022-11-01
sh.688148,2022-04-13,2022-05-30
sz.002765,2021-07-12,2021-08-23
sh.688523,2024-01-17,2024-03-07
sh.603843,2024-08-21,2024-10-11
sz.002482,2021-01-21,2021-03-11
sz.300786,2022-01-17,2022-03-07
sz.301386,2024-01-22,2024-03-12
sh.603721,2024-01-25,2024-03-15
sh.688618,2024-01-19,2024-03-11
sz.300148,2022-04-19,2022-06-06
sz.300465,2022-04-08,2022-05-25
sz.301237,2022-04-12,2022-05-27
sz.300584,2022-03-15,2022-04-28
sz.300428,2023-02-27,2023-04-11
sz.002250,2021-09-22,2021-11-10
sz.002692,2024-01-17,2024-03-07
sh.600510,2022-03-09,2022-04-22
sz.002869,2023-07-12,2023-08-23
sh.688128,2022-02-08,2022-03-22
sh.688035,2023-04-21,2023-06-07
sz.301313,2023-09-26,2023-11-15
sz.002472,2022-02-28,2022-04-13
sz.002668,2024-05-15,2024-06-27
sz.300079,2022-04-08,2022-05-25
sh.605020,2021-09-08,2021-10-29
sh.688206,2022-08-18,2022-09-30
sz.000909,2022-09-02,2022-10-24
sz.002107,2022-04-06,2022-05-23
sz.000975,2023-04-11,2023-05-26
sh.605136,2024-01-31,2024-03-21
sz.301383,2024-03-20,2024-05-08
sz.301041,2024-01-19,2024-03-11
sh.600335,2022-04-21,2022-06-08
sz.001309,2022-12-16,2023-02-06
sh.688188,2024-07-11,2024-08-22
sz.300212,2023-10-13,2023-11-24
sz.002351,2022-03-02,2022-04-15
sh.600338,2023-08-14,2023-09-25
sz.300550,2022-04-14,2022-05-31
sz.002991,2022-03-01,2022-04-14
sz.300369,2021-10-15,2021-11-26
sh.600576,2021-01-29,2021-03-19
sz.301418,2024-03-29,2024-05-17
sz.300462,2024-01-25,2024-03-15
sh.688175,2022-03-24,2022-05-12
sz.300112,2022-01-12,2022-03-02
sz.002879,2024-01-09,2024-02-28
sh.603959,2024-05-10,2024-06-24
sh.600529,2022-03-01,2022-04-14
sz.000620,2024-06-07,2024-07-22
sz.000829,2023-11-30,2024-01-12
sh.688533,2022-08-12,2022-09-26
sz.002686,2022-04-12,2022-05-27
sz.301159,2022-12-13,2023-02-01
sh.603023,2024-04-11,2024-05-29
sz.003004,2024-01-23,2024-03-13
sh.605180,2024-04-09,2024-05-24
sz.002213,2023-04-19,2023-06-05
sh.603095,2024-01-24,2024-03-14
sz.300207,2021-03-02,2021-04-14
sh.603063,2022-03-21,2022-05-09
sh.600526,2022-04-06,2022-05-24
sz.300430,2024-01-17,2024-03-07
sh.600885,2022-03-02,2022-04-15
sh.601233,2021-09-14,2021-11-04
sh.603020,2024-01-25,2024-03-15
sz.002951,2022-03-25,2022-05-13
sz.300673,2023-04-18,2023-06-02
sz.300503,2024-01-25,2024-03-15
sh.600559,2021-01-12,2021-03-02
sh.688246,2024-03-29,2024-05-17
sh.688323,2024-01-15,2024-03-05
sz.300405,2021-01-21,2021-03-11
sz.003001,2022-02-10,2022-03-24
sz.300320,2021-09-06,2021-10-27
sz.300554,2022-08-18,2022-09-30
sh.688573,2024-01-09,2024-02-28
sh.688117,2022-04-01,2022-05-20
sz.000661,2023-05-25,2023-07-10
sh.688238,2022-04-14,2022-05-31
sh.603032,2024-04-01,2024-05-20
sz.002090,2022-12-08,2023-01-20
sh.600156,2024-03-28,2024-05-16
sz.002084,2024-01-26,2024-03-18
sh.603825,2022-04-13,2022-05-30
sh.600727,2021-09-13,2021-11-03
